source_authors_abbreviated,source_year,source_authors,source_title,source_reference,source_url,cited_authors,cited_title,cited_reference
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Gómez-Becerra, I., Martín, M. J., Chávez-Brown, M., & Greer, R. D. (2007","Perspective taking in children with autismEuropean Journal of Behaviour Analysis, 8, 13–28https://doi.org/10.1080/15021149.2007.11434270.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Gopnik, A., & Slaughter, V. (1991","Young children’s understanding of changes in their mental statesChild Development, 62, 98–110https://doi.org/10.2307/1130707.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Gore, N. J., Barnes-Holmes, Y., & Murphy, G. (2010","The relationship between intellectual functioning and relational perspective-takingInternational Journal of Psychology & Psychological Therapy, 10, 1–17.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Gorham, M., Barnes-Holmes, Y., & Barnes-Holmes, D. (2009","Derived comparative and transitive relations in young children with and without autismThe Psychological Record, 59, 221–246https://doi.org/10.1007/BF03395660.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Gould, E., Tarbox, J., O’Hora, D., Noone, S., & Bergstrom, R. (2011","Teaching children with autism a basic component skill of perspective-takingBehavioral Interventions, 25, 50–66https://doi.org/10.1002/bin.320.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Griffee, K., & Dougher, M. J. (2002","Contextual control of stimulus generalization and stimulus equivalence in hierarchical categorizationJournal of the Experimental Analysis of Behavior, 78, 433–447https://doi.org/10.1901/jeab.2002.78-433.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Grosse Wiesmann, C., Schreiber, J., Singer, T., Steinbesi, N., & Friederici, A. D. (2017","White matter maturation is associated with the emergence of Theory of Mind in early childhoodNature Communications, 8, 1–10https://doi.org/10.1038/ncomms14692.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Guinther, P. M. (2017","Contextual influence over deriving others’ true beliefs using a relational triangulation perspective-taking protocol (RT-PTP-M1. Journal of the Experimental Analysis of Behavior, 108, 433–456. https://doi.org/10.1002/jeab.291.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Guinther, P. M. (2018","Contextual influence over deriving another’s false beliefs using a relational triangulation perspective taking protocolJournal of the Experimental Analysis of Behavior, 110, 500–521https://doi.org/10.1002/jeab.480.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Hahs, A. D. (2015","Teaching prerequisite perspective-taking skills to children with autismInternational Journal of Psychology & Behavioral Sciences, 5, 115–120https://doi.org/10.5923/j.ijpbs.20150503.02.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Halford, G. S., Wilson, W. H., & Phillips, S. (1998","Processing capacity defined by relational complexity: Implications for comparative, developmental, and cognitive psychologyBehavioral & Brain Science, 21, 803–865.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Happé, F. G. (1995","The role of age and verbal ability in the theory of mind task performance of subjects with autismChild Development, 66, 843–855https://doi.org/10.1111/j.1467-8624.1995.tb00909.x.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Harrington, L., Siegert, R. J., & McClure, J. (2005","Theory of mind in schizophrenia: A critical reviewCognitive Neuropsychiatry, 10, 249–286https://doi.org/10.1080/13546800444000056.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Harwood, M. D., & Farrar, M. J. (2006","Conflicting emotions: The connection between affective perspective taking and theory of mindBritish Journal of Developmental Psychology, 24, 401–418https://doi.org/10.1348/026151005X50302.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Hayes, J., Stewart, I., & McElwee, J. (2016","Assessing and training young children in same and different relations using the relational evaluation procedure (REP. The Psychological Record, 66, 547–561. https://doi.org/10.1007/s40732-016-0191-2.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Hayes, S. C. (1984","Making sense of spiritualityBehaviorism, 12, 99–110.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Hayes, S. C., Barnes-Holmes, D., & Roche, B. (2001","Relational frame theory: A post-Skinnerian account of human language and cognitionNew York, NY: Kluwer Academic.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Hayes, S. C., & Wilson, K. G. (1993","Some applied implications of a contemporary behavior-analytic account of verbal eventsThe Behavior Analyst, 16, 283–301https://doi.org/10.1007/BF03392637.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Heagle, A. I., & Rehfeldt, R. A. (2006","Teaching perspective-taking skills to typically developing children through derived relational respondingJournal of Early Intensive Behavioral Intervention, 3, 1–34https://doi.org/10.1037/h0100321.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Hendriks, A. L., Barnes-Holmes, Y., McEnteggart, C., De Mey, H. R. A., Witteman, C. J. M., Janssen, G. T. L., & Egger, J. I. M. (2016","The relationship between theory of mind and relational frame theory: Convergence of perspective-taking measuresClinical Neuropsychiatry, 13, 17–23.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Hoffman, S. G., Doan, S. N., Sprung, M., Wilson, A., Ebesutani, C., Andrews, L. A., et al. (2016","Training children’s theory-of-mind: A meta-analysis of controlled studiesCognition, 150, 200–212https://doi.org/10.1016/j.cognition.2016.01.006.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Howlin, P., Baron-Cohen, S., & Hadwin, J. (1999","Teaching children with autism to mind-read: A practical guide for teachers and parentsLondon, UK: Wiley.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Hughes, C., & Leekam, S. (2004","What are the links between theory of mind and social relations? Review, reflections and new directions for studies of typical and atypical developmentSocial Development, 13, 590–619https://doi.org/10.1111/j.1467-9507.2004.00285.x.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Hughes, S., & Barnes-Holmes, D. (2014","Associative concept learning, stimulus equivalence, and relational frame theory: Working out the similarities and differences between human and non-human behaviorJournal of the Experimental Analysis of Behavior, 101, 156–160https://doi.org/10.1002/jeab.60.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Hyland, J. M., Smyth, S., O’Hora, D., & Leslie, J. C. (2014","The effect of before and after instructions on the speed of sequential respondingThe Psychological Record, 64, 311–319https://doi.org/10.1007/s40732-014-0026-y",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Idson, L. C., Chugh, D., Bereby-Meyer, Y., Moran, S., Grosskopf, B., & Bazerman, M. (2004","Overcoming focusing failures in competitive environmentsJournal of Behavioral Decision Making, 12, 159–172https://doi.org/10.1002/bdm.467.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Im-Bolter, N., Agostino, A., & Owens-Jaffray, K. (2016","Theory of mind in middle childhood and early adolescence: Different from before? Journal of Experimental Child Psychology, 149, 98–115https://doi.org/10.1016/j.jecp.2015.12.006.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Izard, C. E., Fine, S., Schultz, D., Mostow, A., Ackerman, B. P., & Youngstrom, E. A. (2001","Emotion knowledge as a predictor of social behavior and academic competence in children at riskPsychological Science, 12, 18–23https://doi.org/10.1111/1467-9280.00304.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Jackson, M. L., Mendoza, D. R., & Adams, A. N. (2014","Teaching a deictic relational repertoire to children with autismThe Psychological Record, 64, 791–802https://doi.org/10.1007/s40732-014-0078-z.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Janssen, G., De May, H., Hendriks, A., Koppers, A., Kaarsemaker, M., Witteman, C., & Egger, J. (2014","Assessing deictic relational responding in individuals with social anxiety disorder: Evidence of perspective-taking difficultiesThe Psychological Record, 64, 21–29https://doi.org/10.1007/s40732-014-0013-3",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Kavanagh, D., Barnes-Holmes, Y., Barnes-Holmes, P. M. D., McEnteggart, C., & Finn, M. (2018","Exploring differential trial-type effects and the impact of a read-aloud procedure on deictic relational responding on the IRAPThe Psychological Record, 68, 163–176https://doi.org/10.1007/S40732-018-0276-1.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Kavanagh, D., Hussey, I., McEnteggart, C., Barnes-Holmes, Y., & Barnes-Holmes, D. (2016","Using the IRAP to explore natural language statementsJournal of Contextual Behavioral Science, 5, 247–251https://doi.org/10.1016/j.jcbs.2016.10.001.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Kavanagh, D., Roelandt, A., Van Raemdonck, L., Barnes-Holmes, Y., Barnes-Holmes, D., & McEnteggart, C. (2019","The on-going search for perspective-taking IRAPs: Exploring the potential of the natural language IRAPThe Psychological Record, 69(2, 291–314. https://doi.org/10.1007/s40732-019-00333-w.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Kent, G., Galvin, E., Barnes-Holmes, Y., Murphy, C., & Barnes-Holmes, D. (2017","Relational responding: Testing, training and sequencing effects among children with autism and typically developing childrenBehavioral Development Bulletin, 22, 94–110https://doi.org/10.1037/bdb0000041.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Keysar, B., & Barr, D. J. (2002","Self anchoring in conversation: why language users do not do what they shouldIn TGilovich, DWGriffin, & DKahneman (Eds., Heuristics and biases: The psychology of intuitive judgement (pp. 150–166. New York, NY: Cambridge University Press.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Keysar, B., Lin, S., & Barr, D. J. (2003","Limits on theory of mind use in adultsCognition, 89, 25–41https://doi.org/10.1016/S0010-0277(0300064-7.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Kristen, S., Sodian, B., Thoermer, C., & Perst, H. (2011","Infants’ joint attention skills predict toddlers’ emerging mental state languageDevelopmental Psychology, 47, 1207–1219https://doi.org/10.1037/a0024808",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Lattal, K. A. (1975","Reinforcement contingencies as discriminative stimuliJournal of the Experimental Analysis of Behavior, 23, 241–246https://doi.org/10.1901/jeab.1975.23-241.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"LeBlanc, L. A., Coates, A. M., Daneshvar, S., Charlop-Christy, M. H., Morrus, C., & Lancaster, B. M. (2003","Journal of Applied Behavior Analysis, 36, 253–257https://doi.org/10.1901/jaba.2003.36-253.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Lipkens, R., Hayes, S. C., & Hayes, L. J. (1993","Longitudinal study of the development of derived relations in an infantJournal of Experimental Child Psychology, 56, 201–239https://doi.org/10.1006/jecp.1993.1032.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Lovett, S., & Rehfeldt, R. A. (2014","An evaluation of multiple exemplar instruction to teach perspective-taking skills to adolescents with Asperger syndromeBehavioral Development Bulletin, 19, 22–36https://doi.org/10.1037/h0100575.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Lowenkron, B. (1998","Some logical functions of joint controlJournal of the Experimental Analysis of Behavior, 69, 327–354https://doi.org/10.1901/jeab.1998.69-327.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Luciano, C., Gómez-Becerra, I., & Rodríguez Valverde, M. (2007","The role of multiple-exemplar training and naming in establishing derived equivalence in an infantJournal of the Experimental Analysis of Behavior, 87, 349–365https://doi.org/10.1901/jeab.2007.08-06.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Luo, Y., & Baillargeon, R. (2007","Do 12.5-month-old infants consider what object others can see when interpreting their action? Cognition, 105, 489–512https://doi.org/10.1016/j.cognition.2006.10.007.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Macdonald, R., Anderson, J., Dube, W. V., Geckler, A., Green, G., Holcomb, W., et al. (2006","Behavioral assessment of joint attention: A methodological reportResearch in Developmental Disabilities, 27, 138–150https://doi.org/10.1016/j.ridd.2004.09.006.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"McGreal, C., Hyland, J., O’Hora, D., & Hogan, M. (2016","Mutual entailment of temporal relations in younger and older adults: Reversing order judgementsThe Psychological Record, 66, 419–428https://doi.org/10.1007/s40732-016-0182-3.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"McHugh, L., Barnes-Holmes, Y., & Barnes-Holmes, D. (2004","Perspective-taking as relational responding: A developmental profileThe Psychological Record, 54, 115–144https://doi.org/10.1007/BF03395465.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"McHugh, L., Barnes-Holmes, Y., Barnes-Holmes, D., & Stewart, I. (2006","Understanding false belief as generalized operant behaviorThe Psychological Record, 56, 341–364https://doi.org/10.1007/BF03395554.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"McHugh, L., Barnes-Holmes, Y., Barnes-Holmes, D., Stewart, I., & Dymond, S. (2007","Deictic relational complexity and the development of deceptionThe Psychological Record, 57, 517–531https://doi.org/10.1007/BF03395592.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"McKinnon, M. C., & Moscovitch, M. (2007","Domain-general contributions to social reasoning: theory of mind and deontic reasoning re-exploredCognition, 102, 179–218https://doi.org/10.1016/j.cognition.2005.12.011.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Mead, G. H. (1934","Mind, self, and societyChicago, IL: University of Chicago Press.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Moll, H., & Meltzoff, A. N. (2011","How does it look? Level 2 perspective-taking at 36 months of ageChild Development, 82, 661–673https://doi.org/10.1111/j.1467-8624.2010.01571.x.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Moll, H., & Meltzoff, A. N. (2001","Perspective-taking and its foundation in joint attentionIn NEilan, HLerman, & JRoessler (Eds., Perception, causation, and objectivity. Issues in philosophy and psychology (pp. 286–304. Oxford, UK: Oxford University Press.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Moll, H., & Tomasello, M. (2006","Level 1 perspective-taking at 24 months of ageBritish Journal of Developmental Psychology, 24, 60–61https://doi.org/10.1348/026151005X55370.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Montag, C., Dziobek, I., Richter, I. S., Neuhaus, K., Lehmann, A., Rudolf, S., et al. (2011","Different aspects of theory of mind in paranoid schizophrenia: Evidence from video-based assessmentPsychiatry Research, 186, 203–209https://doi.org/10.1016/j.psychres.2010.09.006.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Montoya-Rodríguez, M. M., & Molina Cobos, F. J. (2018","Assessing perspective-taking in children through different formats of deictic framing protocolIn HTHou & CSRyan, (Eds., Behavior analysis, IntechOpen. doi:https://doi.org/10.5772/intechopne.74539.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Montoya-Rodríguez, M. M., Molina, F. J., & McHugh, L. (2017","A review of relational frame theory research into deictic relational respondingThe Psychological Record, 67, 569–579https://doi.org/10.1007/s40732-016-0216-x.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Mulhern, T., Stewart, I., & McElwee, J. (2017","Investigating relational framing of categorization in young childrenThe Psychological Record, 67, 519–536https://doi.org/10.1007/s40732-017-0255-y.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Mulhern, T., Stewart, I., & McElwee, J. (2018","Facilitating relational framing of classification in young childrenJournal of Contextual Behavioral Science, 8, 55–68https://doi.org/10.1016/j.jcbs.2018.04.001.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Murphy, C., Lyons, K., Kelly, M., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019","Using the Teacher IRAP (T-IRAP interactive computerized program to teach complex flexible relational responding to children with diagnosed autism spectrum disorder. Behavior Analysis in Practice, 12, 52–65. https://doi.org/10.1007/s40617-018-00302-9.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Németh, N., Mátrai, P., Hegyi, P., Czéh, B., Czopf, L., Hussain, A., et al. (2018","Theory of mind disturbances in borderline personality disorder: A meta-analysisPsychiatry Research, 270, 143–153https://doi.org/10.1016/j.psychres.2018.08.049.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Novak, G. (1996","Developmental psychology: Dynamical systems and behavior analysisReno, NV: Context Press.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Novak, G. (1998","A behavioral systems theory of developmentMexican Journal of Behavior Analysis, 24, 181–196.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Novak, G., & Pelaez, M. (2004","Child and adolescent development: A behavioural systems approachLondon, UK: Sage.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"O’Connor, J., Rafferty, A., Barnes-Holmes, D., & Barnes-Holmes, Y. (2009","The role of verbal behavior, stimulus nameability, and familiarity on the equivalence performances of autistic and normally developing childrenThe Psychological Record, 59, 53–74https://doi.org/10.1007/BF03395649.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"O'Hora, D., Barnes-Holmes, D., Roche, B., & Smeets, P. M. (2004","Derived relational networks and control by novel instructions: A possible model of generative verbal respondingThe Psychological Record, 54, 437–460https://doi.org/10.1007/BF03395484.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"O’Hora, D., Peláez, M., Barnes-Holmes, D., Rae, G., Robinson, K., & Chaudhary, T. (2008","Temporal relations and intelligence: Correlating relational performance with performance on the Wais-IIIThe Psychological Record, 58, 569–584https://doi.org/10.1007/BF03395638.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Okuda, K., & Inoue, M. (2000","A behavior analytic view of teaching “theory of mind” to children with autism: Stimulus control and generalization on false belief tasksJapanese Psychological Review, 43, 427–442.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"O’Neill, J., & Weil, T. M. (2014","Training deictic relational responding in people diagnosed with schizophreniaThe Psychological Record, 64, 301–310https://doi.org/10.1007/s40732-014-0005-3.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"O'Toole, C., & Barnes-Holmes, D. (2009","Three chronometric indices of relational responding as predictors of performances on a brief intelligence test: The importance of relational flexibilityThe Psychological Record, 59, 119–132https://doi.org/10.1007/BF03395652.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Peláez, M. (2009","Joint attention and social referencing in infancy as precursors of derived relational respondingIn RARehfeldt & YBarnes-Holmes (Eds., Derived relational responding applications for learners with autism and other developmental disabilities: A progressive guide to change (pp. 63–78. Oakland, CA: New Harbinger Publications.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Peláez, M., Virues-Ortega, J., & Gewritz, J. L. (2012","Acquisition of social referencing via discrimination training in infantsJournal of Applied Behavior Analysis, 45, 23–36https://doi.org/10.1901/jaba.2012.45-23.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Peláez-Nogueras, M., & Gewirtz, J. (1997","The context of stimulus control in behavior analysisIn DMBaer & EMPinkston (Eds., Environment and behavior (pp. 30–42. Boulder, CO: Westview Press.",
Kavanagh et al. (2019a),2019,"Kavanagh, D., Barnes-Holmes, Y., & Barnes-Holmes, D. (2019)",,,https://link.springer.com/article/10.1007/s40732-019-00356-3,"Perner, J., Frith, U., Leslie, A. M., & Leekman, S. R. (1989","Exploration of the autistic child’s theory of mind: Knowledge, belief, and communicationChild Development, 60, 689–700https://doi.org/10.2307/1130734.",
